titulo,modalidade,numero,ano,situacao,link_pdf
2021/14:Processo de seleção de mediador digital para auxílio a estudantes na utilização das tecnologias digitais de informação e comunicação (TDIC’s) durante o ERE no contexto da pandemia da COVID-19,Ensino,14,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-14-processo-de-selecao-de-mediador-digital-para-auxilio-a-estudantes-na-utilizacao-das-tecnologias-digitais-de-informacao-e-comunicacao-tdic2019s-durante-o-ere-no-contexto-da-pandemia-da-covid-19/edital-2021-mediador-digital.pdf/view
2021/13:Processo de seleção de bolsista para monitoria inclusiva,Ensino,13,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-13-processo-de-selecao-de-bolsista-para-monitoria-inclusiva/edital-2021-monitoria-inclusiva.pdf/view
"2021/01: Edital para seleção de colaborador externo do Projeto de Extensão ""Equoterapia em tempos de pandemia II""",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-colaborador-externo-do-projeto-de-extensao-equoterapia-em-tempos-de-pandemia-ii/projeto-de-extensao-renata.pdf/view
2021/01: Edital para seleção de bolsistas do Projeto de Extensão “Equoterapia em tempos de pandemia II”,Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-do-projeto-de-extensao-201cequoterapia-em-tempos-de-pandemia-ii201d/edital-bolsista-2021-equoterapia-tempos-de-pandemia-ii.pdf/view
2021/12: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação do 2º SEMESTRE DE 2021,Ensino,12,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-12-edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-do-2o-semestre-de-2021/edital-12-vagas-remanescentes-02-2021.pdf/view
2021/01: Edital para seleção de Bolsistas para o projeto“Fala (d)aí que a gente te escuta (d)aqui: intervenção psico-educativa com as egressas do programa mulheres mil em tempos de pandemia da COVID-19”,Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-para-o-projeto201cfala-d-ai-que-a-gente-te-escuta-d-aqui-intervencao-psico-educativa-com-as-egressas-do-programa-mulheres-mil-em-tempos-de-pandemia-da-covid-19201d/anexo-16-modelo-edital-de-chamada-de-bolsista-de-extensao.pdf/view
"2021/01: Edital para seleção de colaborador externo do Projeto de Extensão ""Formação e Articulação: uma vez IF, sempre IF""",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-colaborador-externo-do-projeto-de-extensao-formacao-e-articulacao-uma-vez-if-sempre-if/edital-colaborador-externo.pdf/view
"2021/01: Edital para seleção de bolsistas do Projeto de Extensão “Formação e Articulação: uma vez IF, sempre IF”",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-do-projeto-de-extensao-201cformacao-e-articulacao-uma-vez-if-sempre-if201d/edital-de-chamada-de-bolsista-de-extensao-2-valdir.pdf/view
"2021/01: Edital para seleção de Bolsistas para o projeto ""A educação Inclusiva como Direito Humano"".",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-para-o-projeto-a-educacao-inclusiva-como-direito-humano/edital-de-chamada-de-bolsista-de-extensao-2021.pdf/view
2021/11:Chamada para seleção de líder de Grupo de Trabalho no âmbito do projeto articulador SEROEPE,"Pesquisa, Inovação e Pós-graduação",11,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2021-11-chamada-para-selecao-de-lider-de-grupo-de-trabalho-no-ambito-do-projeto-articulador-seroepe/edital-lider-de-grupos-seroepe.pdf/view
2021/10: Edital de Apoio à produção de material em formato digital para atividades de Ensino,"Pesquisa, Inovação e Pós-graduação",10,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2021-10-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino/edital-10_2021_apoio-a-producao-de-material-no-formato-digital.pdf/view
2021/09: Edital referente ao processo de eleição de membros que comporão as vagas da SUBCOMISSÃO INTERNA DE SUPERVISÃO DO PLANO DE CARREIRA DOS CARGOS TÉCNICO-ADMINISTRATIVOS EM EDUCAÇÃO – SCIS-PCCTAE do IF Sudeste MG- Campus Barbacena,Eleição,9,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/scis-pcctae/2021-09-edital-referente-ao-processo-de-eleicao-de-membros-que-comporao-as-vagas-da-subcomissao-interna-de-supervisao-do-plano-de-carreira-dos-cargos-tecnico-administrativos-em-educacao-2013-scis-pcctae-do-if-do-sudeste-de-minas-gerais-campus-barbacena/edital-scis-pcctae-2021-ifsudmg-campus-barbacena-v1-0-1.pdf/view
"2021/08: Inscrições para a candidatura de servidores docentes efetivos do Campus Barbacena para a eleição de membros efetivos e suplentes da Subcomissão Permanente de Pessoal Docente - SPPD, para o mandato de Julho/2021 a Julho/2023",Eleição,2.021,8,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/sppd/2021-08-inscricoes-para-a-candidatura-de-servidores-docentes-efetivos-do-campus-barbacena-para-a-eleicao-de-membros-efetivos-e-suplentes-da-subcomissao-permanente-de-pessoal-docente-sppd-para-o-mandato-de-julho-2021-a-julho-2023/edital-sppd-2021-ifsudmg-campus-barbacena-v1-0.pdf/view
2021/06: EDITAL DE PRORROGAÇÃO DE BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE SERVIÇO DE INTERNET PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,6,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2021/edital-de-prorrogacao-no-006-de-29-de-abril-de-2021-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-servico-de-internet-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/aviso-de-prorrogacao-beneficio-internet-009.pdf/view
2021/05: EDITAL DE PRORROGAÇÃO DE BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE SERVIÇO DE INTERNET PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,5,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2021/edital-de-prorrogacao-no-005-de-29-de-abril-de-2021-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-servico-de-internet-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/aviso-de-prorrogacao-beneficio-internet-016.pdf/view
2021/04: EDITAL DE PRORROGAÇÃO DE BENEFÍCIO EMERGENCIAL DE ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,4,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2021/edital-de-prorrogacao-no-004-de-29-de-abril-de-2021-beneficio-emergencial-de-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/aviso-de-prorrogacao-edital-beneficio-emergencial-008.pdf/view
2021/07: Edital de processo de escolha de coordenadores  e vice-coordenadores dos cursos de graduação  em Licenciatura em Ciências Biológicas e Tecnologia em Gestão de Turismo,Ensino,7,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-07-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-em-licenciatura-em-ciencias-biologicas-e-tecnologia-em-gestao-de-turismo/2021_edital-de-coordenador-de-curso-graduacao.pdf/view
"2020/03: REPUBLICAÇÃO CONVOCAÇÃO ELEITORAL PARA ESCOLHA DOS REPRESENTANTES DOS SERVIDORES DOCENTES, TÉCNICO-ADMINISTRATIVOS E DISCENTES NO CONSELHO DE ENSINO, PESQUISA E EXTENSÃO (CEPE) DO CAMPUS BARBACENA",Eleição,3,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/republicacao-convocacao-eleitoral-para-escolha-dos-representantes-dos-servidores-docentes-tecnico-administrativos-e-discentes-no-conselho-de-ensino-pesquisa-e-extensao-cepe-do-campus-barbacena/edital-oficial.pdf/view
2021/06: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação do 1º SEMESTRE DE 2021,Ensino,6,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-06-edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-do-1o-semestre-de-2021/edital-vagas-remanescentes-2021-aprovado-no-comite-ensino-certo.pdf/view
2021/05:Edital de eleição para discentes que comporão os Colegiados dos Cursos Técnicos Integrados,Ensino,5,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-05-edital-de-eleicao-para-discentes-que-comporao-os-colegiados-dos-cursos-tecnicos-integrados/edital-para-eleicao-colegiado-discente-emi-2021.pdf/view
2021/04: Edital de eleição para docentes que comporão os Colegiados dos Cursos Técnicos Integrados,Ensino,4,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-04-edital-de-eleicao-para-docentes-que-comporao-os-colegiados-dos-cursos-tecnicos-integrados/edital-para-eleicao-colegiado-docente-emi-2021.pdf/view
2021/02: II Pesquisa e Extensão: IF Barbacena Além do Horizonte,"Pesquisa, Inovação e Pós-graduação",2,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ii-pesquisa-e-extensao-if-barbacena-alem-do-horizonte/edital_evento-online-barbacena_2020_26-01-2021.pdf/view
"2021/01: Edital para seleção de bolsistas do Projeto de Extensão “Formação e Articulação: uma vez IF, sempre IF”",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-do-projeto-de-extensao-201cformacao-e-articulacao-uma-vez-if-sempre-if201d/edital-de-chamada-de-bolsista-de-extensao-2-valdir.pdf/view
"2021/01: Edital para seleção de Bolsistas para o projeto ""A educação Inclusiva como Direito Humano"".",Extensão,0,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2021/edital-para-selecao-de-bolsistas-para-o-projeto-a-educacao-inclusiva-como-direito-humano/edital-de-chamada-de-bolsista-de-extensao-2021.pdf/view
2021/11:Chamada para seleção de líder de Grupo de Trabalho no âmbito do projeto articulador SEROEPE,"Pesquisa, Inovação e Pós-graduação",11,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2021-11-chamada-para-selecao-de-lider-de-grupo-de-trabalho-no-ambito-do-projeto-articulador-seroepe/edital-lider-de-grupos-seroepe.pdf/view
2021/10: Edital de Apoio à produção de material em formato digital para atividades de Ensino,"Pesquisa, Inovação e Pós-graduação",10,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2021-10-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino/edital-10_2021_apoio-a-producao-de-material-no-formato-digital.pdf/view
2021/09: Edital referente ao processo de eleição de membros que comporão as vagas da SUBCOMISSÃO INTERNA DE SUPERVISÃO DO PLANO DE CARREIRA DOS CARGOS TÉCNICO-ADMINISTRATIVOS EM EDUCAÇÃO – SCIS-PCCTAE do IF Sudeste MG- Campus Barbacena,Eleição,9,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/scis-pcctae/2021-09-edital-referente-ao-processo-de-eleicao-de-membros-que-comporao-as-vagas-da-subcomissao-interna-de-supervisao-do-plano-de-carreira-dos-cargos-tecnico-administrativos-em-educacao-2013-scis-pcctae-do-if-do-sudeste-de-minas-gerais-campus-barbacena/edital-scis-pcctae-2021-ifsudmg-campus-barbacena-v1-0-1.pdf/view
"2021/08: Inscrições para a candidatura de servidores docentes efetivos do Campus Barbacena para a eleição de membros efetivos e suplentes da Subcomissão Permanente de Pessoal Docente - SPPD, para o mandato de Julho/2021 a Julho/2023",Eleição,2.021,8,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/sppd/2021-08-inscricoes-para-a-candidatura-de-servidores-docentes-efetivos-do-campus-barbacena-para-a-eleicao-de-membros-efetivos-e-suplentes-da-subcomissao-permanente-de-pessoal-docente-sppd-para-o-mandato-de-julho-2021-a-julho-2023/edital-sppd-2021-ifsudmg-campus-barbacena-v1-0.pdf/view
2021/06: EDITAL DE PRORROGAÇÃO DE BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE SERVIÇO DE INTERNET PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,6,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2021/edital-de-prorrogacao-no-006-de-29-de-abril-de-2021-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-servico-de-internet-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/aviso-de-prorrogacao-beneficio-internet-009.pdf/view
2021/05: EDITAL DE PRORROGAÇÃO DE BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE SERVIÇO DE INTERNET PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,5,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2021/edital-de-prorrogacao-no-005-de-29-de-abril-de-2021-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-servico-de-internet-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/aviso-de-prorrogacao-beneficio-internet-016.pdf/view
2021/04: EDITAL DE PRORROGAÇÃO DE BENEFÍCIO EMERGENCIAL DE ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,4,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2021/edital-de-prorrogacao-no-004-de-29-de-abril-de-2021-beneficio-emergencial-de-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/aviso-de-prorrogacao-edital-beneficio-emergencial-008.pdf/view
2021/07: Edital de processo de escolha de coordenadores  e vice-coordenadores dos cursos de graduação  em Licenciatura em Ciências Biológicas e Tecnologia em Gestão de Turismo,Ensino,7,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-07-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-em-licenciatura-em-ciencias-biologicas-e-tecnologia-em-gestao-de-turismo/2021_edital-de-coordenador-de-curso-graduacao.pdf/view
"2020/03: REPUBLICAÇÃO CONVOCAÇÃO ELEITORAL PARA ESCOLHA DOS REPRESENTANTES DOS SERVIDORES DOCENTES, TÉCNICO-ADMINISTRATIVOS E DISCENTES NO CONSELHO DE ENSINO, PESQUISA E EXTENSÃO (CEPE) DO CAMPUS BARBACENA",Eleição,3,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/republicacao-convocacao-eleitoral-para-escolha-dos-representantes-dos-servidores-docentes-tecnico-administrativos-e-discentes-no-conselho-de-ensino-pesquisa-e-extensao-cepe-do-campus-barbacena/edital-oficial.pdf/view
2021/06: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação do 1º SEMESTRE DE 2021,Ensino,6,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-06-edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-do-1o-semestre-de-2021/edital-vagas-remanescentes-2021-aprovado-no-comite-ensino-certo.pdf/view
2021/05:Edital de eleição para discentes que comporão os Colegiados dos Cursos Técnicos Integrados,Ensino,5,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-05-edital-de-eleicao-para-discentes-que-comporao-os-colegiados-dos-cursos-tecnicos-integrados/edital-para-eleicao-colegiado-discente-emi-2021.pdf/view
2021/04: Edital de eleição para docentes que comporão os Colegiados dos Cursos Técnicos Integrados,Ensino,4,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2021/2021-04-edital-de-eleicao-para-docentes-que-comporao-os-colegiados-dos-cursos-tecnicos-integrados/edital-para-eleicao-colegiado-docente-emi-2021.pdf/view
2021/02: II Pesquisa e Extensão: IF Barbacena Além do Horizonte,"Pesquisa, Inovação e Pós-graduação",2,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ii-pesquisa-e-extensao-if-barbacena-alem-do-horizonte/edital_evento-online-barbacena_2020_26-01-2021.pdf/view
2021/01: Processo Seletivo para a seleção de estudantes para o Programa de Estágio Remunerado – Não Obrigatório,Concurso - Estágio Remunerado,1,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2021/processo-seletivo-para-a-selecao-de-estudantes-para-o-programa-de-estagio-remunerado-2013-nao-obrigatorio/edital-01-2021.pdf/view
2020/17: Eleição para docentes que comporão os Colegiados dos Cursos Superiores,Ensino,17,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/edital-de-eleicao-para-docentes-que-comporao-os-colegiados-dos-cursos-superiores/edital-para-eleicao-colegiado-docente-2021.pdf/view
2020/16: Eleição para discentes que comporão os Colegiados dos Cursos Superiores,Ensino,16,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/edital-de-eleicao-para-discentes-que-comporao-os-colegiados-dos-cursos-superiores/edital-para-eleicao-colegiado-discente-2021.pdf/view
"2020/15: Edital de processo de escolha de coordenadores e vice-coordenadores dos cursos de graduação  em Bacharelado em Administração, Bacharelado em Nutrição, Licenciatura em Educação Física, Tecnologia em Gestão Ambiental e Tecnologia em Sistemas para Internet",Ensino,15,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/2020-15-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-em-bacharelado-em-administracao-bacharelado-em-nutricao-licenciatura-em-educacao-fisica-tecnologia-em-gestao-ambiental-e-tecnologia-em-sistemas-para/edital-de-coordenador-de-curso-graduacao-1.pdf/view
"2020/14: Edital para escolha dos coordenadores dos cursos da educação profissional técnica de nível médio: Agropecuária, Enfermagem, Informática, Meio Ambiente, Nutrição e Dietética e Segurança do Trabalho",Ensino,14,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/2020-14-edital-para-escolha-dos-coordenadores-dos-cursos-da-educacao-profissional-tecnica-de-nivel-medio-agropecuaria-enfermagem-informatica-meio-ambiente-nutricao-e-dietetica-e-seguranca-do-trabalho/edital-14-2020-eleicao-coordenadores-dos-cursos-tecnicos.pdf/view
2020/13: Seleção de bolsistas do Programa de Apoio à Pesquisa – modalidade Bolsa Pesquisador,"Pesquisa, Inovação e Pós-graduação",13,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2020-13-selecao-de-bolsistas-do-programa-de-apoio-a-pesquisa-2013-modalidade-bolsa-pesquisador/edital-bolsa-pesquisador_barbacena_13-2020.pdf/view
"2020/07: SELEÇÃO DE BOLSISTAS PARA OS PROJETOS DE EXTENSÃO 2020 - ""Capoeira: história, cultura e educação"".",Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-os-projetos-de-extensao-2020-capoeira-historia-cultura-e-educacao/edital_bolsistas_07_2020.pdf/view
2020/07: SELEÇÃO DE COLABORADOR EXTERNO PARA OS PROJETOS DE EXTENSÃO 2020,Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-colaborador-externo-para-os-projetos-de-extensao-2020/edital-de-colaborador-externo-projeto-equoterapia-em-tempos-de-pandemia.pdf/view
2020/07: SELEÇÃO DE BOLSISTAS PARA OS PROJETOS DE EXTENSÃO 2020,Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-os-projetos-de-extensao-2020/edital-chamada-bolsista-extensao-projeto-equoterapia-em-tempos-de-pandemia.pdf/view
2020/12: PROCESSO DE SELEÇÃO DE MEDIADOR DIGITAL PARA AUXÍLIO A ESTUDANTES NA UTILIZAÇÃO DAS TECNOLOGIAS DIGITAIS DE INFORMAÇÃO E COMUNICAÇÃO (TDIC’s) DURANTE O ERE NO CONTEXTO DA PANDEMIA COVID-19,Ensino,12,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/2020-12-processo-de-selecao-de-mediador-digital-para-auxilio-a-estudantes-na-utilizacao-das-tecnologias-digitais-de-informacao-e-comunicacao-tdic2019s-durante-o-ere-no-contexto-da-pandemia-covid-19/edital-mediador-digital-campus-barbacena.pdf/view
2020/06: SELEÇÃO DE BOLSISTAS PARA OS PROJETOS DE EXTENSÃO 2020,Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/seledital-06-2020-secao-de-bolsistas-para-os-projetos-de-extensao-2020/edital-selecao-bolsistas-2.pdf/view
2020/10: PROCESSO DE SELEÇÃO DO BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE EQUIPAMENTOS DE INFORMÁTICA PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,10,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/2020-10-processo-de-selecao-do-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-equipamentos-de-informatica-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/edital-inclusao-digital-equipamento.pdf/view
2020/09: PROCESSO DE SELEÇÃO DO BENEFÍCIO EMERGENCIAL DE INCLUSÃO DIGITAL – AQUISIÇÃO DE SERVIÇO DE INTERNET PARA ATENDIMENTO AO ESTUDANTE EM BAIXA CONDIÇÃO SOCIOECONÔMICA NO CONTEXTO DA PANDEMIA COVID-19,Assistência Estudantil,9,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/assistencia-estudantil/2020/processo-de-selecao-do-beneficio-emergencial-de-inclusao-digital-2013-aquisicao-de-servico-de-internet-para-atendimento-ao-estudante-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-covid-19/edital-idaquisicao-de-servico-de-internet.pdf/view
"2020/06: Seleção de bolsistas para projeto de extensão ""Orientações sobre o gerenciamento adequado de resíduos sólidos domésticos gerados por pessoas com suspeita clínica ou certeza diagnóstica de contaminação pelo novo agente do coronavírus (SARS-COV-2), no âmbito de atuação do IF Sudeste MG.",Extensão,6,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-projeto-de-extensao-orientacoes-sobre-o-gerenciamento-adequado-de-residuos-solidos-domesticos-gerados-por-pessoas-com-suspeita-clinica-ou-certeza-diagnostica-de-contaminacao-pelo-novo-agente-do-coronavirus-sars-cov-2-no-ambito-de/edital-residuoscovid-atualizado.pdf/view
2020/09:  Barbacena - PESQUISA E EXTENSÃO: IF BARBACENA ALÉM DO HORIZONTE,"Pesquisa, Inovação e Pós-graduação",9,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-no-9-bbc-2020-pesquisa-e-extensao-if-barbacena-alem-do-horizonte/edital_evento-online-barbacena_2020.pdf/view
2021/01: Processo Seletivo para a seleção de estudantes para o Programa de Estágio Remunerado – Não Obrigatório,Concurso - Estágio Remunerado,1,2.021,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/estagio-remunerado/2021/processo-seletivo-para-a-selecao-de-estudantes-para-o-programa-de-estagio-remunerado-2013-nao-obrigatorio/edital-01-2021.pdf/view
2020/17: Eleição para docentes que comporão os Colegiados dos Cursos Superiores,Ensino,17,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/edital-de-eleicao-para-docentes-que-comporao-os-colegiados-dos-cursos-superiores/edital-para-eleicao-colegiado-docente-2021.pdf/view
2020/16: Eleição para discentes que comporão os Colegiados dos Cursos Superiores,Ensino,16,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/edital-de-eleicao-para-discentes-que-comporao-os-colegiados-dos-cursos-superiores/edital-para-eleicao-colegiado-discente-2021.pdf/view
"2020/15: Edital de processo de escolha de coordenadores e vice-coordenadores dos cursos de graduação  em Bacharelado em Administração, Bacharelado em Nutrição, Licenciatura em Educação Física, Tecnologia em Gestão Ambiental e Tecnologia em Sistemas para Internet",Ensino,15,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/2020-15-edital-de-processo-de-escolha-de-coordenadores-e-vice-coordenadores-dos-cursos-de-graduacao-em-bacharelado-em-administracao-bacharelado-em-nutricao-licenciatura-em-educacao-fisica-tecnologia-em-gestao-ambiental-e-tecnologia-em-sistemas-para/edital-de-coordenador-de-curso-graduacao-1.pdf/view
"2020/14: Edital para escolha dos coordenadores dos cursos da educação profissional técnica de nível médio: Agropecuária, Enfermagem, Informática, Meio Ambiente, Nutrição e Dietética e Segurança do Trabalho",Ensino,14,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2020/2020-14-edital-para-escolha-dos-coordenadores-dos-cursos-da-educacao-profissional-tecnica-de-nivel-medio-agropecuaria-enfermagem-informatica-meio-ambiente-nutricao-e-dietetica-e-seguranca-do-trabalho/edital-14-2020-eleicao-coordenadores-dos-cursos-tecnicos.pdf/view
2020/13: Seleção de bolsistas do Programa de Apoio à Pesquisa – modalidade Bolsa Pesquisador,"Pesquisa, Inovação e Pós-graduação",13,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2020-13-selecao-de-bolsistas-do-programa-de-apoio-a-pesquisa-2013-modalidade-bolsa-pesquisador/edital-bolsa-pesquisador_barbacena_13-2020.pdf/view
"2020/07: SELEÇÃO DE BOLSISTAS PARA OS PROJETOS DE EXTENSÃO 2020 - ""Capoeira: história, cultura e educação"".",Extensão,7,2.020,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2020/selecao-de-bolsistas-para-os-projetos-de-extensao-2020-capoeira-historia-cultura-e-educacao/edital_bolsistas_07_2020.pdf/view
