titulo,modalidade,numero,ano,situacao,link_pdf
2022/10: Edital simplificado para seleção de bolsista Referente ao edital de apoio à produção de material em formato digital para atividades de Ensino – Nº 10/2022 - Projeto Material didático para educação alimentar e nutricional,"Pesquisa, Inovação e Pós-graduação",10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/chamada-publica/edital-simplificado-para-selecao-de-bolsista-referente-ao-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino-2013-no-10-2022/edital-de-selecao-de-bolsista-marilene.pdf/view
"2022/10: Edital Simplificado para seleção de bolsistas 2022 - Projeto ""construção de material paradidáticos"" / referente ao edital 10/2022",Chamada Pública,10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/chamada-publica/edital-simplificado-para-selecao-de-bolsistas-2022-projeto-construcao-de-material-didatico-referente-ao-edital-10-2022/1-edital-simplificado-divulgacao-c.pdf/view
"Edital nº 28, de 06/10/2022 - Edital de convocação eleitoral para escolha dos representantes dos servidores docentes, técnico-administrativos e discentes no Conselho Superior do IF Sudeste MG.",Eleição,28,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-no-28-de-06-10-2022-edital-de-convocacao-eleitoral-para-escolha-dos-representantes-dos-servidores-docentes-tecnico-administrativos-e-discentes-no-conselho-superior-do-if-sudeste-mg/edital-no-282022-de-06-de-outubro-de-2022-1-1.pdf/view
"Seleção de bolsista para o Projeto: ""Elaboração de Material Didático Transmídia para o ensino de Biologia Molecular"" (referente ao Edital de Apoio à produção de material em formato digital para atividades de Ensino Nº 10/2022)","Pesquisa, Inovação e Pós-graduação",10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsista-para-o-projeto-elaboracao-de-material-didatico-transmidia-para-o-ensino-de-biologia-molecular-referente-ao-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino-no-10-2022/edital_de_selecao_de_bolsista_da_area_de_informatica_para_participacao_no_projeto_producao_de_material_digital_de_biologia_molecular_assinado.pdf/view
Seleção de alunos para consolidação do grupo de teatro Palco (referente ao Edital 18/2022),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-consolidacao-do-grupo-de-teatro-palco-referente-ao-edital-18-2022/edital_selecao-de-alunos-para-o-grupo-de-teatro-2022.pdf/view
"Seleção de Bolsista para os projetos de extensão 2022 - Projeto: ""Equipe de atletismo do Campus Barbacena: uma proposta de treinamento para acadêmicos dos cursos superiores"". (Referente ao Edital 05/2022)",Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsista-para-os-projetos-de-extensao-2022-projeto-equipe-de-atletismo-do-campus-barbacena-uma-proposta-de-treinamento-para-academicos-dos-cursos-superiores-referente-ao-edital-05-2022/inscricao-discente.pdf/view
"Seleção de Bolsista para os projetos de extensão 2022 - Projeto: """"Comemorações do Bicentenário da Independência: práticas extensionistas de arte e ciência na discussão da nacionalidade"". (Referente ao Edital 05/2022)",Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsista-para-os-projetos-de-extensao-2022-projeto-comemoracoes-do-bicentenario-da-independencia-praticas-extensionistas-de-arte-e-ciencia-na-discussao-da-nacionalidade-referente-ao-edital-05-2022/edital-de-chamada-de-bolsista-discente-proj-bicentenario-1.pdf/view
"Seleção de bolsistas para os projetos de extensão 2022 - Projeto: ""Psicologia, Música e Xadrez - práticas para a promoção da saúde mental.""  (Referente ao Edital 05/2022)",Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsistas-para-os-projetos-de-extensao-2022-projeto-psicologia-musica-e-xadrez-praticas-para-a-promocao-da-saude-mental-referente-ao-edital-05-2022/edital_de_chamada_de_bolsista_discente_proj_xadrez_e_musica_assinado.pdf/view
Edital de seleção de colaborador externo para os projetos de extensão aprovados no Edital 05/2022,Extensão,5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-de-selecao-de-colaborador-externo-para-os-projetos-de-extensao-aprovados-no-edital-05-2022/selecao_bolsista_colaborador_externo_treinamento_29_assinado-1.pdf/view
"Edital de seleção de bolsista para o projeto ""Caracterização qualitativa e quantitativa dos resíduos orgânicos gerados no IF Sudeste MG – campus Barbacena: uma análise do potencial de reaproveitamento e tratamento” aprovado no XIII PROGRAMA INSTITUCIONAL DE INICIAÇÃO CIENTÍFICA E TECNOLÓGICA - 2022/2023 (PIBIC-FAPEMIG, PIBIC- IF Sudeste MG, PIBIC Af- IF Sudeste MG e PIVIC-Grad-IF Sudeste MG) e de acordo com o EDITAL 16/2022 – PROPPI","Pesquisa, Inovação e Pós-graduação",16,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-selecao-de-bolsista-para-o-caracterizacao-qualitativa-e-quantitativa-dos-residuos-organicos-gerados-no-if-sudeste-mg-2013-campus-barbacena-uma-analise-do-potencial-de-reaproveitamento-e-tratamento201d-aprovado-no-xiii-programa-institucional-de/edital-de-selecao-de-bolsistaana.pdf/view
Seleção de alunos para atuação no âmbito do Projeto SEROEPE  (referente	ao Edital	18/2022),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe-referente-ao-edital-18-2022/edital_selecao-aluno-bolsista-docx-2.docx/view
2022/04: Edital para seleção de colaborador externo para o Projeto de Extensão IFRUNNERS III,Extensão,4,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/04-2022-edital-para-selecao-de-colaborador-externo-para-o-projeto-de-extensao-ifrunners-iii/selecao_colaborador_externo_if_runners_assinado.pdf/view
"2022/25: EDITAL Nº 25, de 25 de JULHO de 2022 - Seleção de Bolsistas de Monitoria",Ensino,25,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-no-25-de-25-de-julho-de-2022-selecao-de-bolsistas-de-monitoria/edital252022.pdf/view
2022/24: Edital de Processo de seleção de monitores bolsistas para apoio de estudantes público-alvo da educação inclusiva,Ensino,24,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-de-processo-de-selecao-de-monitores-bolsistas-para-apoio-de-estudantes-publico-alvo-da-educacao-inclusiva/edital-2022-monitoria-inclusiva.pdf/view
2022/23: Edital de Seleção de Projetos de Monitoria,Ensino,23,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-de-selecao-de-projetos-de-monitoria/edital-2022-projeto-de-monitoria.pdf/view
2022/10: Edital simplificado para seleção de bolsista Referente ao edital de apoio à produção de material em formato digital para atividades de Ensino – Nº 10/2022 - Projeto Material didático para educação alimentar e nutricional,"Pesquisa, Inovação e Pós-graduação",10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/chamada-publica/edital-simplificado-para-selecao-de-bolsista-referente-ao-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino-2013-no-10-2022/edital-de-selecao-de-bolsista-marilene.pdf/view
"2022/10: Edital Simplificado para seleção de bolsistas 2022 - Projeto ""construção de material paradidáticos"" / referente ao edital 10/2022",Chamada Pública,10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/chamada-publica/edital-simplificado-para-selecao-de-bolsistas-2022-projeto-construcao-de-material-didatico-referente-ao-edital-10-2022/1-edital-simplificado-divulgacao-c.pdf/view
2022/19: Edital de participação discente para apresentação de trabalhos técnico-científico em evento online,"Pesquisa, Inovação e Pós-graduação",19,2.022,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/19-2022-edital-de-participacao-discente-para-apresentacao-de-trabalhos-tecnico-cientifico-em-evento-online/edital_de_apoio_discente_2022_dpipg_final_maio_2022.pdf/view
2022/18: Seleção de alunos para atuação no âmbito do projeto Seroepe,"Pesquisa, Inovação e Pós-graduação",18,22,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe-1/documento-de-digitalizacao-analogica-2022-06-24.pdf/view
"2022/05: Edital de seleção de voluntários para iniciação científica, tecnológica e inovação - projeto ""O cartesianismo na produção agrícola e pecuária de Barbacena: em busca da equidade distributiva, pelos arranjos produtivos locais""","Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-selecao-de-voluntarios-para-iniciacao-cientifica-tecnologica-e-inovacao-projeto-o-cartesianismo-na-producao-agricola-e-pecuaria-de-barbacena-em-busca-da-equidade-distributiva-pelos-arranjos-produtivos-locais/edital-e-ficha-de-inscricao-para-selecao-de-voluntarios-em-projeto-de-pesquisa.docx/view
2022/18: Apoio aos Grupos de Trabalho no âmbito do projeto articulador SEROEPE (modalidades bolsa Pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/edital-no-18-2022-2013-apoio-aos-grupos-de-trabalho-no-ambito-do-projeto-articulador-seroepe-modalidades-bolsa-pesquisador-e-bolsa-estudante/edital-lider-de-grupos-seroepe_2022_final-1.pdf/view
2022/17: Edital de Chamada de bolsista para o projeto do Edital 05/2020 - Apoio ao empreendedorismo inovador com foco  na edconomia 4.0,"Pesquisa, Inovação e Pós-graduação",17,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-chamada-de-bolsista-para-projeto-do-edital-05-2020-apoio-ao-empreendedorismo-inovador-com-foco-na-edconomia-4.0/edital-bolsista-de-nivel-medio-informatica.pdf/view
"2022/14: Edital para Seleção de discentes – titulares e suplentes – para compor os colegiados dos cursos de graduação do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais – Campus Barbacena.",Eleição,14,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-para-selecao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-de-graduacao-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-2013-campus-barbacena/edital-14-colegiado-cursos-de-graduacao.pdf/view
2022/13: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação 2º SEMESTRE DE 2022,Processo Seletivo,13,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-2o-semestre-de-2022/edital-13-vagas-remanescentes-02-2022-1.pdf/view
2022/01: EDITAL DE CONVOCAÇÃO DE ELEIÇÃO PARA DIRETORIA DO C.A.N. PARA O ANO LETIVO 2022/23,Eleição,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-de-convocacao-de-eleicao-para-diretoria-do-c-a-n-para-o-ano-letivo-2022-23/edital-2022-docx-2-4.pdf/view
2022/05: SELEÇÃO DE BOLSISTAS DE INICIAÇÃO CIENTÍFICA - No rendilhado do cotidiano: as famílias dos libertos na freguesia de Barbacena (1723-1850),"Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsistas-de-iniciacao-cientifica-junior-no-rendilhado-do-cotidiano-as-familias-dos-libertos-na-freguesia-de-barbacena-1723-1850/3.pdf/view
"2022/05: SELEÇÃO DE BOLSISTAS DE INICIAÇÃO CIENTÍFICA  - “CDOC: higienização, catalogação, digitalização e preservação de documentos escolares (1910 – 2008)” - Campus Barbacena","Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsistas-de-iniciacao-cientifica-junior-201ccdoc-higienizacao-catalogacao-digitalizacao-e-preservacao-de-documentos-escolares-1910-2013-2008-201d/2.pdf/view
2022/06: SELEÇÃO DE BOLSISTAS DE INICIAÇÃO CIENTÍFICA JÚNIOR - Projeto Como se de ventre livre nascera: as alforrias em Barbacena c 1798- 1888,"Pesquisa, Inovação e Pós-graduação",6,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsistas-de-iniciacao-cientifica-junior-projeto-como-se-de-ventre-livre-nascera-as-alforrias-em-barbacena-c-1798-1888/1.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Empoderamento no Programa Mulheres Mil através da Economia Solidária,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-empoderamento-no-programa-mulheres-mil-atraves-da-economia-solidaria/edital-selecao-de-bolsistas.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Coral,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-coral/coral.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Horta Comunitária - Obras Passionistas de Barbacena Creche São Paulo da Cruz,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-horta-comunitaria-obras-passionistas-de-barbacena-creche-sao-paulo-da-cruz/horta.pdf/view
"2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""Chega mais perto para a gente te ouvir: intervenções grupais com as egressas do Programa Mulheres Mil""",Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-chega-mais-perto-para-a-gente-te-ouvir-intervencoes-grupais-com-as-egressas-do-programa-mulheres-mil/edital-de-chamada-de-bolsista-discentemm.pdf/view
2022/19: Edital de participação discente para apresentação de trabalhos técnico-científico em evento online,"Pesquisa, Inovação e Pós-graduação",19,2.022,Concluído(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/19-2022-edital-de-participacao-discente-para-apresentacao-de-trabalhos-tecnico-cientifico-em-evento-online/edital_de_apoio_discente_2022_dpipg_final_maio_2022.pdf/view
2022/18: Seleção de alunos para atuação no âmbito do projeto Seroepe,"Pesquisa, Inovação e Pós-graduação",18,22,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/selecao-de-alunos-para-atuacao-no-ambito-do-projeto-seroepe-1/documento-de-digitalizacao-analogica-2022-06-24.pdf/view
"2022/05: Edital de seleção de voluntários para iniciação científica, tecnológica e inovação - projeto ""O cartesianismo na produção agrícola e pecuária de Barbacena: em busca da equidade distributiva, pelos arranjos produtivos locais""","Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-selecao-de-voluntarios-para-iniciacao-cientifica-tecnologica-e-inovacao-projeto-o-cartesianismo-na-producao-agricola-e-pecuaria-de-barbacena-em-busca-da-equidade-distributiva-pelos-arranjos-produtivos-locais/edital-e-ficha-de-inscricao-para-selecao-de-voluntarios-em-projeto-de-pesquisa.docx/view
2022/18: Apoio aos Grupos de Trabalho no âmbito do projeto articulador SEROEPE (modalidades bolsa Pesquisador e bolsa estudante),"Pesquisa, Inovação e Pós-graduação",18,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/seroepe/edital-no-18-2022-2013-apoio-aos-grupos-de-trabalho-no-ambito-do-projeto-articulador-seroepe-modalidades-bolsa-pesquisador-e-bolsa-estudante/edital-lider-de-grupos-seroepe_2022_final-1.pdf/view
2022/17: Edital de Chamada de bolsista para o projeto do Edital 05/2020 - Apoio ao empreendedorismo inovador com foco  na edconomia 4.0,"Pesquisa, Inovação e Pós-graduação",17,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/edital-de-chamada-de-bolsista-para-projeto-do-edital-05-2020-apoio-ao-empreendedorismo-inovador-com-foco-na-edconomia-4.0/edital-bolsista-de-nivel-medio-informatica.pdf/view
"2022/14: Edital para Seleção de discentes – titulares e suplentes – para compor os colegiados dos cursos de graduação do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais – Campus Barbacena.",Eleição,14,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-para-selecao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-de-graduacao-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-2013-campus-barbacena/edital-14-colegiado-cursos-de-graduacao.pdf/view
2022/13: Edital de Seleção para Preenchimento de Vagas Remanescentes nos Cursos de Graduação 2º SEMESTRE DE 2022,Processo Seletivo,13,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/edital-de-selecao-para-preenchimento-de-vagas-remanescentes-nos-cursos-de-graduacao-2o-semestre-de-2022/edital-13-vagas-remanescentes-02-2022-1.pdf/view
2022/01: EDITAL DE CONVOCAÇÃO DE ELEIÇÃO PARA DIRETORIA DO C.A.N. PARA O ANO LETIVO 2022/23,Eleição,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/eleicao/edital-de-convocacao-de-eleicao-para-diretoria-do-c-a-n-para-o-ano-letivo-2022-23/edital-2022-docx-2-4.pdf/view
2022/05: SELEÇÃO DE BOLSISTAS DE INICIAÇÃO CIENTÍFICA - No rendilhado do cotidiano: as famílias dos libertos na freguesia de Barbacena (1723-1850),"Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsistas-de-iniciacao-cientifica-junior-no-rendilhado-do-cotidiano-as-familias-dos-libertos-na-freguesia-de-barbacena-1723-1850/3.pdf/view
"2022/05: SELEÇÃO DE BOLSISTAS DE INICIAÇÃO CIENTÍFICA  - “CDOC: higienização, catalogação, digitalização e preservação de documentos escolares (1910 – 2008)” - Campus Barbacena","Pesquisa, Inovação e Pós-graduação",5,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsistas-de-iniciacao-cientifica-junior-201ccdoc-higienizacao-catalogacao-digitalizacao-e-preservacao-de-documentos-escolares-1910-2013-2008-201d/2.pdf/view
2022/06: SELEÇÃO DE BOLSISTAS DE INICIAÇÃO CIENTÍFICA JÚNIOR - Projeto Como se de ventre livre nascera: as alforrias em Barbacena c 1798- 1888,"Pesquisa, Inovação e Pós-graduação",6,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/selecao-de-bolsistas-de-iniciacao-cientifica-junior-projeto-como-se-de-ventre-livre-nascera-as-alforrias-em-barbacena-c-1798-1888/1.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Empoderamento no Programa Mulheres Mil através da Economia Solidária,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-empoderamento-no-programa-mulheres-mil-atraves-da-economia-solidaria/edital-selecao-de-bolsistas.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Coral,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-coral/coral.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Horta Comunitária - Obras Passionistas de Barbacena Creche São Paulo da Cruz,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-horta-comunitaria-obras-passionistas-de-barbacena-creche-sao-paulo-da-cruz/horta.pdf/view
"2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""Chega mais perto para a gente te ouvir: intervenções grupais com as egressas do Programa Mulheres Mil""",Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-chega-mais-perto-para-a-gente-te-ouvir-intervencoes-grupais-com-as-egressas-do-programa-mulheres-mil/edital-de-chamada-de-bolsista-discentemm.pdf/view
"2022/02: Edital de Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""Projeto Equoterapia""",Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-projeto-equoterapia/modelo-edital-de-chamada-de-bolsista-discente-projeto-equoterapia.pdf/view
"2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""Projeto de Vida dos jovens da/na escola: propostas de intervenção a partir da nova lei do ensino médio com ênfase no empreendedorismo""",Extensão,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-1/edital-bolsistas-2022.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto “Estratégias Educacionais na alimentação saudável infantil”,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-201cestrategias-educacionais-na-alimentacao-saudavel-infantil201d/modelo-edital-de-chamada-de-bolsista-discente.pdf/view
"2022/02: Edital de Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto ""A Educação Especial na Perspectiva da Educação Inclusiva: uma parceria com redes municipais de Minas Gerais e São Paulo”",Extensão,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto-a-educacao-especial-na-perspectiva-da-educacao-inclusiva-uma-parceria-com-redes-municipais-de-minas-gerais-e-sao-paulo201d/edital-de-chamada-de-bolsista-_e_voluntario_discente_assinado.pdf/view
"2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto “Formação e Articulação: uma vez IF, sempre IF” – 2° edição",Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022-projeto/edital-de-chamada-de-bolsista-de-extensao-uma-vez-if-sempre-if-1.pdf/view
2022/02: Edital - Seleção de Bolsistas para os projetos de extensão 2022 (Referente ao Edital 02/2022) - Projeto Turismo Eco pedagógico: Observação de aves no IF Sudeste MG - Campus Barbacena,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-selecao-de-bolsistas-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022/edital-chamada-de-bolsistas-projeto-de-extensao-turismo-eco-pedagogico-observacao-de-aves.pdf/view
2022/01: Edital de seleção de colaborador externo para os projetos de extensão aprovados no edital 01/2022 - Campus Barbacena,Extensão,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/edital-de-selecao-de-colaborador-externo-para-os-projetos-de-extensao-aprovados-no-edital-01-2022/edital-de-chamada-colaboardor-externo-piaex2022-1_assinado_assinado_assinado_assinado_assinado.pdf/view
2022/01: Edital de prorrogação - Processo de seleção para atendimento emergencial aos estudantes em baixa condição socioeconômica no contexto da pandemia da covid-19 1º semestre de 2021,Assistência Estudantil,1,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/01-2022-edital-de-prorrogacao-processo-de-selecao-para-atendimento-emergencial-aos-estudantes-em-baixa-condicao-socioeconomica-no-contexto-da-pandemia-da-covid-19-1o-semestre-de-2021/edital.pdf/view
2022/02: Chamada pública para seleção de escolas públicas parceiras - Campus Barbacena,Chamada Pública,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/chamada-publica-para-selecao-de-escolas-publicas-parceiras/modelo-de-chamada-publica-selecao-das-escolas-publicas-_assinado.pdf/view
2022/11: Processo de Seleção para o Programa de Atendimento aos Estudantes em Baixa Condição Socioeconômica 1º semestre letivo de 2022,Assistência Estudantil,11,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/2022-11-processo-de-selecao-para-o-programa-de-atendimento-aos-estudantes-em-baixa-condicao-socioeconomica-1o-semestre-letivo-de-2022/edital-assistencia-estudantil-de-11-11-2022-retificado_assinado-1.pdf/view
2022/02: Seleção de Bolsista para os projetos de extensão 2022,Extensão,2,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/selecao-de-bolsista-para-os-projetos-de-extensao-2022-referente-ao-edital-02-2022/edital_de_selecao_para_bolsistas_neabi-campus_barbacena_assinado_assinado.pdf/view
2022/12: VI Festival de Dança do IF Sudeste de Minas Gerais - Campus Barbacena “A dança volta ao IF: o grande musical”,Extensão,12,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/extensao/2022/2022-12-vi-festival-de-danca-do-if-sudeste-de-minas-gerais-campus-barbacena-201ca-danca-volta-ao-if-o-grande-musical201d/edital-do-festival-de-danca_2022.pdf/view
2022/10:Edital de Apoio à produção de material em formato digital para atividades de Ensino,"Pesquisa, Inovação e Pós-graduação",10,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/pesquisa-e-inovacao/2022-10-edital-de-apoio-a-producao-de-material-em-formato-digital-para-atividades-de-ensino/anexos-editaveis.docx/view
"2022/09:Edital para eleição de discentes – titulares e suplentes – para compor os colegiados dos cursos técnicos concomitantes e subsequentes do Instituto Federal de Educação, Ciência e Tecnologia do Sudeste de Minas Gerais – Campus Barbacena",Eleição,9,2.022,Aberto(a),https://www.ifsudestemg.edu.br/editais/barbacena/ensino/2022/2022-09-edital-para-eleicao-de-discentes-2013-titulares-e-suplentes-2013-para-compor-os-colegiados-dos-cursos-tecnicos-concomitantes-e-subsequentes-do-instituto-federal-de-educacao-ciencia-e-tecnologia-do-sudeste-de-minas-gerais-2013-campus-barbacena/edital-conc_sub-2.pdf/view
